student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
559093,26.1,80.2,8.2,100.0,A
559094,22.9,90.8,6.7,100.0,A
559095,28.8,74.1,7.7,100.0,A
559096,16.0,81.9,4.3,93.2,A
559097,19.3,75.2,8.6,95.4,A
559098,18.7,94.6,7.6,97.8,A
559099,21.2,84.2,7.8,100.0,A
559100,21.7,91.0,4.7,100.0,A
559102,16.0,69.8,8.8,92.8,A
559103,15.1,92.5,7.8,100.0,A
559105,18.9,100.0,3.6,94.7,A
559107,19.0,71.2,4.5,90.8,A
559108,18.6,69.0,8.2,95.5,A
559109,14.6,98.4,7.9,91.1,A
559111,20.0,85.4,7.4,98.7,A
559112,22.7,89.1,1.9,100.0,A
559113,14.6,83.8,5.2,93.9,A
559116,19.5,72.4,4.3,100.0,A
559120,26.3,83.3,7.1,100.0,A
559129,21.7,88.9,3.5,100.0,A
559134,17.1,84.6,6.7,100.0,A
559135,17.5,81.4,4.9,100.0,A
559136,18.9,79.9,5.1,93.1,A
559141,29.4,80.9,7.7,100.0,A
559146,15.1,89.0,3.2,100.0,A
559147,23.8,85.4,8.7,100.0,A
559150,9.8,73.3,4.2,90.4,A
559151,15.3,85.2,6.5,95.8,A
559152,23.1,73.4,6.5,100.0,A
559154,26.4,93.6,3.8,100.0,A
559155,25.8,88.8,5.0,100.0,A
559156,15.9,84.2,6.0,94.3,A
559157,32.1,60.5,8.0,100.0,A
559158,21.6,95.9,7.3,100.0,A
559159,22.8,80.0,8.2,100.0,A
559164,29.0,85.6,3.0,100.0,A
559168,16.7,100.0,2.5,100.0,A
559172,17.5,80.7,7.4,96.0,A
559174,16.4,85.5,3.5,96.4,A
559175,21.6,100.0,7.2,100.0,A
559179,15.1,87.2,5.2,92.5,A
559182,22.8,99.5,6.3,100.0,A
559191,19.2,80.7,5.2,99.7,A
559192,17.5,84.8,7.3,97.2,A
559195,16.8,86.0,6.7,100.0,A
559197,26.4,74.3,8.1,100.0,A
559198,15.9,91.5,10.0,97.3,A
559200,21.3,100.0,3.7,97.3,A
559204,20.5,96.5,6.4,100.0,A
559206,23.2,69.4,1.5,100.0,A
559208,23.4,89.3,4.5,96.7,A
559209,26.4,75.3,5.9,100.0,A
559210,25.7,90.2,7.2,100.0,A
559211,24.2,63.7,5.3,100.0,A
559212,19.9,97.0,6.9,100.0,A
559213,15.2,71.3,6.2,97.4,A
559215,22.8,94.9,6.0,100.0,A
559218,23.1,69.8,7.4,100.0,A
559220,21.8,85.7,7.1,100.0,A
559222,18.9,86.7,1.8,100.0,A
559224,18.4,90.8,7.2,90.4,A
559225,14.0,78.0,6.3,92.8,A
559229,24.3,82.6,6.6,98.2,A
559230,17.8,80.0,6.1,100.0,A
559239,15.0,84.5,2.3,99.0,A
559242,21.5,72.4,6.7,100.0,A
559245,17.8,76.8,4.4,98.4,A
559247,38.6,89.0,5.6,100.0,A
559248,10.4,88.5,8.0,100.0,A
559249,21.7,79.9,8.0,100.0,A
559250,28.4,70.6,7.0,100.0,A
559251,27.3,94.2,7.7,100.0,A
559253,18.9,79.6,3.5,100.0,A
559254,15.3,100.0,7.3,100.0,A
559256,9.7,93.8,4.8,96.6,A
559257,25.6,81.0,9.2,100.0,A
559260,18.7,79.5,4.7,100.0,A
559262,16.0,74.7,3.0,100.0,A
559266,21.4,78.3,6.4,92.8,A
559269,22.0,72.3,5.4,100.0,A
559270,12.8,70.2,4.9,100.0,A
559274,22.9,86.7,5.4,100.0,A
559275,20.1,82.4,0.7,98.2,A
559280,21.5,89.5,8.2,92.5,A
559283,22.1,84.9,6.9,100.0,A
559285,25.2,99.3,4.6,100.0,A
559286,23.5,88.6,8.1,100.0,A
559287,17.7,93.3,7.8,94.2,A
559291,23.0,89.5,10.0,100.0,A
559296,22.6,73.6,5.5,100.0,A
559298,28.9,75.8,7.6,100.0,A
559301,15.0,79.7,8.5,96.4,A
559302,19.9,78.3,5.8,94.2,A
559306,28.8,98.9,7.4,100.0,A
559307,20.4,80.3,8.2,91.8,A
559312,18.6,80.7,4.6,100.0,A
559314,9.1,100.0,5.3,91.5,A
559318,18.9,94.7,5.3,100.0,A
559321,24.2,86.3,5.3,100.0,A
559322,15.3,92.3,7.4,96.1,A
559325,10.7,97.1,7.2,93.2,A
559326,26.1,78.6,5.2,100.0,A
559327,16.3,98.4,8.4,93.0,A
559329,24.0,82.0,5.1,100.0,A
559331,18.2,80.1,7.4,90.2,A
559334,13.4,85.0,4.6,98.7,A
559335,17.2,98.0,9.1,100.0,A
559337,20.0,75.8,3.9,100.0,A
559339,24.4,92.5,7.5,100.0,A
559346,21.5,75.4,6.9,100.0,A
559348,19.3,100.0,9.3,98.7,A
559350,26.3,73.8,4.8,100.0,A
559351,26.1,91.8,2.7,100.0,A
559354,16.9,84.1,3.8,100.0,A
559357,17.8,88.6,2.1,94.7,A
559358,16.2,99.1,6.5,98.1,A
559361,17.5,85.9,5.6,100.0,A
559367,16.5,100.0,4.8,100.0,A
559370,23.6,69.0,8.9,100.0,A
559371,14.9,76.0,8.0,92.3,A
559375,14.9,83.0,9.4,91.8,A
559376,22.1,89.2,4.5,100.0,A
559377,16.7,85.8,6.8,93.8,A
559380,20.3,75.2,5.6,95.6,A
559382,21.9,93.8,6.8,100.0,A
559383,23.2,88.9,6.2,100.0,A
559385,32.1,70.7,2.5,100.0,A
559387,20.6,79.2,5.2,100.0,A
559388,25.5,74.4,7.6,100.0,A
559390,24.9,80.5,4.4,100.0,A
559391,19.9,80.1,4.7,100.0,A
559393,19.3,87.4,5.0,98.9,A
559395,18.1,82.4,5.0,96.0,A
559400,27.5,77.2,4.5,100.0,A
559402,22.9,65.9,3.3,99.1,A
559403,17.6,91.7,7.9,100.0,A
559404,13.3,76.5,5.3,100.0,A
559406,13.6,85.9,6.8,94.2,A
559411,26.7,88.1,2.8,100.0,A
559412,18.9,95.3,5.9,94.2,A
559415,23.2,100.0,6.2,92.1,A
559417,21.2,86.5,7.4,100.0,A
559418,20.2,95.1,4.5,94.6,A
559419,18.3,77.6,4.6,94.8,A
559420,21.8,79.3,5.3,100.0,A
559421,23.2,81.8,4.3,98.8,A
559423,32.9,78.8,6.4,100.0,A
559425,20.3,81.0,6.9,100.0,A
559426,23.9,85.2,6.0,98.1,A
559429,12.5,78.7,6.1,90.5,A
559434,18.4,84.5,7.0,98.1,A
559435,27.4,100.0,3.1,100.0,A
559436,24.9,69.7,5.5,100.0,A
559438,10.2,87.1,1.2,91.6,A
559440,21.7,72.8,7.1,100.0,A
559441,20.2,83.4,3.6,100.0,A
559447,25.7,79.8,6.0,100.0,A
559449,20.9,100.0,7.2,100.0,A
559451,28.5,96.8,4.5,100.0,A
559452,19.9,95.5,2.8,100.0,A
559453,15.4,93.6,7.9,95.2,A
559454,13.0,80.3,4.7,100.0,A
559455,24.5,92.7,7.9,100.0,A
559456,11.7,64.6,2.7,94.7,A
559457,21.9,81.8,3.0,100.0,A
559460,24.0,77.5,7.4,100.0,A
559461,28.1,80.4,6.4,100.0,A
559463,21.5,95.0,7.6,91.5,A
559469,23.2,67.6,7.8,100.0,A
559474,11.9,82.9,8.2,92.2,A
559477,19.5,100.0,5.8,100.0,A
559482,18.5,77.7,4.7,100.0,A
559487,21.8,91.6,8.4,100.0,A
559489,27.1,100.0,5.4,100.0,A
559494,13.2,90.5,4.8,100.0,A
559496,23.0,71.0,4.7,100.0,A
559497,16.6,100.0,5.4,91.9,A
559500,28.6,83.2,5.3,100.0,A
559503,20.6,74.7,6.5,100.0,A
559510,23.5,93.4,5.4,100.0,A
559514,20.5,86.9,6.3,98.2,A
559515,12.4,75.2,5.7,100.0,A
559518,24.1,91.6,7.3,100.0,A
559522,27.2,80.8,5.7,100.0,A
559524,26.6,100.0,5.4,100.0,A
559528,22.6,73.5,8.7,100.0,A
559529,16.4,90.1,6.3,98.0,A
559530,19.4,86.1,6.4,100.0,A
559531,22.9,85.5,6.2,100.0,A
559532,8.2,89.3,3.7,90.3,A
559534,25.4,77.1,4.3,100.0,A
559536,29.2,93.6,5.6,100.0,A
559541,31.2,80.0,6.9,100.0,A
559542,16.1,81.1,6.0,97.9,A
559546,18.4,92.0,9.7,93.7,A
559547,16.8,80.2,3.3,100.0,A
559549,17.2,93.8,3.5,92.3,A
559550,20.3,87.5,5.4,100.0,A
559551,22.1,73.4,7.2,100.0,A
559554,31.2,92.3,7.4,100.0,A
559556,10.8,83.7,6.8,100.0,A
559558,23.7,85.2,8.0,99.2,A
559559,15.7,82.1,7.3,97.4,A
559563,19.4,100.0,5.2,91.6,A
559566,21.1,83.6,5.3,99.6,A
559567,21.8,81.2,4.5,95.0,A
559570,16.9,78.8,6.8,100.0,A
559571,18.8,72.4,6.0,94.7,A
559572,21.8,80.8,5.1,100.0,A
559573,33.4,84.3,5.4,100.0,A
559574,18.3,77.5,7.7,100.0,A
559575,15.2,88.5,6.3,99.7,A
559576,14.6,98.1,6.6,92.4,A
559577,24.4,78.0,6.5,100.0,A
559579,22.3,69.9,4.6,100.0,A
559580,24.7,79.6,8.6,100.0,A
559581,31.3,63.3,8.1,100.0,A
559582,25.7,72.3,4.9,100.0,A
559586,13.9,96.8,8.9,90.0,A
559587,21.9,98.2,9.0,100.0,A
559591,27.1,92.1,5.2,100.0,A
559601,21.3,67.3,7.4,100.0,A
559604,21.1,61.3,4.6,92.7,A
559606,19.0,79.1,7.4,97.7,A
559607,18.5,89.0,6.0,94.8,A
559609,12.7,77.7,6.3,96.8,A
559610,23.9,78.1,4.3,100.0,A
559611,17.7,73.6,5.3,91.4,A
559613,27.8,77.7,8.7,100.0,A
559616,22.4,74.7,4.2,100.0,A
559619,21.6,83.0,7.0,100.0,A
559624,12.4,98.6,7.0,99.6,A
559628,23.4,78.4,3.8,100.0,A
559644,16.3,73.9,7.4,100.0,A
559650,20.0,76.0,6.5,100.0,A
559653,21.5,74.5,4.2,100.0,A
559654,25.9,99.6,6.1,100.0,A
559655,22.7,88.8,7.3,100.0,A
559658,18.5,81.3,5.5,91.6,A
559659,13.7,78.7,5.7,97.1,A
559660,27.8,96.2,7.1,100.0,A
559662,21.2,94.5,10.0,100.0,A
559663,20.0,100.0,8.8,93.7,A
559666,20.2,82.6,9.5,91.6,A
559668,15.1,74.6,5.7,100.0,A
559671,22.5,72.1,7.9,100.0,A
559672,22.9,87.0,9.5,100.0,A
559674,15.9,97.1,7.6,95.6,A
559678,25.2,69.9,3.8,100.0,A
559679,27.0,75.9,1.1,100.0,A
559684,16.0,100.0,2.8,99.3,A
559685,25.4,83.9,5.6,100.0,A
559686,25.9,71.7,5.3,100.0,A
559689,18.2,81.4,5.0,100.0,A
559690,32.9,87.8,6.4,100.0,A
559691,21.5,85.1,7.6,100.0,A
559692,13.3,94.0,6.3,96.0,A
559693,20.5,88.0,4.9,100.0,A
559694,24.8,81.4,5.1,100.0,A
559695,25.0,81.2,5.6,100.0,A
559698,23.4,85.5,5.6,100.0,A
559706,22.1,95.3,5.1,100.0,A
559707,15.4,76.8,6.3,91.0,A
559713,17.8,71.1,2.4,100.0,A
559714,18.2,100.0,9.1,92.3,A
559716,22.8,91.8,4.1,100.0,A
559720,19.9,82.3,8.6,98.1,A
559722,19.1,83.6,7.1,98.8,A
559724,20.7,81.4,2.2,90.4,A
559725,22.6,84.0,8.7,100.0,A
559728,16.0,92.4,6.8,97.3,A
559730,17.0,93.5,6.1,100.0,A
559734,21.3,76.4,8.0,100.0,A
559735,25.6,82.2,5.7,100.0,A
559738,30.6,78.7,7.5,100.0,A
559739,16.2,83.1,7.8,92.8,A
559742,19.4,83.8,6.5,96.9,A
559744,15.6,98.4,3.8,100.0,A
559745,14.7,89.9,3.8,93.6,A
559746,16.5,90.4,7.2,92.4,A
559748,15.8,87.6,8.4,100.0,A
559750,20.4,97.2,2.2,100.0,A
559751,16.3,100.0,10.0,100.0,A
559752,27.7,84.0,3.5,100.0,A
559754,13.2,89.4,6.5,93.2,A
559759,16.8,87.7,4.3,97.9,A
559760,20.1,73.2,5.4,100.0,A
559762,18.2,98.3,8.5,100.0,A
559770,31.7,69.3,4.3,100.0,A
559771,22.3,82.2,5.9,100.0,A
559772,22.5,77.7,4.3,100.0,A
559774,27.6,79.8,3.8,100.0,A
559780,20.0,91.3,6.7,95.8,A
559781,15.7,69.5,6.8,96.3,A
559785,28.1,88.7,6.6,100.0,A
559788,19.1,90.7,4.4,100.0,A
559790,22.2,82.8,5.4,100.0,A
559793,24.3,100.0,7.9,93.8,A
559795,16.0,91.0,3.5,100.0,A
559797,15.5,100.0,6.7,93.7,A
559800,21.6,81.0,5.8,100.0,A
559801,24.4,85.2,2.5,100.0,A
559802,20.0,79.9,10.0,100.0,A
559803,16.8,83.3,1.1,97.2,A
559808,19.2,85.2,10.0,100.0,A
559810,16.4,76.8,6.2,91.7,A
559812,19.8,79.6,9.7,100.0,A
559814,21.9,88.9,5.9,100.0,A
559817,19.5,87.1,5.4,100.0,A
559834,23.3,70.8,9.3,100.0,A
559835,14.4,92.5,5.7,99.7,A
559836,20.3,82.7,6.0,100.0,A
559838,19.9,77.1,2.9,100.0,A
559842,21.9,83.1,8.7,100.0,A
559846,23.0,75.2,9.8,100.0,A
559850,20.3,90.3,6.1,98.0,A
559851,24.7,93.8,3.8,100.0,A
559853,21.0,89.8,4.8,100.0,A
559855,21.2,81.1,2.0,91.5,A
559856,19.5,84.1,3.0,100.0,A
559859,12.1,91.1,8.1,93.1,A
559863,17.3,95.6,4.8,92.3,A
559866,16.9,88.3,7.3,97.1,A
559867,25.2,95.3,4.6,100.0,A
559868,25.4,86.2,7.6,100.0,A
559869,16.6,75.9,7.8,95.0,A
559871,22.8,76.5,6.0,100.0,A
559874,15.7,100.0,4.6,96.7,A
559877,21.1,73.3,7.9,100.0,A
559879,15.8,69.3,7.1,96.5,A
559881,22.6,77.5,4.7,100.0,A
559882,20.4,88.4,2.6,100.0,A
559885,18.0,84.9,6.2,96.2,A
559886,9.5,91.7,4.6,91.2,A
559887,24.7,57.4,5.5,100.0,A
559889,25.3,94.0,5.1,100.0,A
559890,18.9,70.7,5.1,98.4,A
559891,25.6,86.3,7.9,100.0,A
559892,17.2,84.4,6.8,100.0,A
559893,17.4,71.3,8.3,95.4,A
559897,23.6,75.0,6.9,100.0,A
559899,22.9,72.4,4.9,100.0,A
559900,20.0,94.0,7.1,100.0,A
559905,18.6,92.0,9.3,100.0,A
559906,24.5,79.6,3.8,100.0,A
559907,13.1,76.2,8.5,90.8,A
559911,14.4,85.1,3.8,95.8,A
559914,27.7,84.7,5.3,100.0,A
559915,23.7,72.6,5.2,100.0,A
559916,22.5,83.6,5.8,100.0,A
559917,17.7,56.7,8.4,92.6,A
559918,20.8,75.8,5.5,96.5,A
559919,14.4,89.6,7.2,92.9,A
559920,20.9,74.6,5.5,97.7,A
559923,16.0,85.3,10.0,100.0,A
559925,17.4,88.2,5.7,100.0,A
559926,25.3,98.4,3.4,100.0,A
559928,23.7,86.0,5.7,100.0,A
559930,16.4,75.4,8.2,95.8,A
559933,22.9,98.7,2.8,100.0,A
559935,14.8,80.2,5.1,100.0,A
559941,19.9,89.5,5.5,100.0,A
559942,19.4,95.7,5.4,92.9,A
559944,20.8,88.0,7.4,100.0,A
559946,17.5,84.2,5.0,100.0,A
559948,23.6,94.7,10.0,100.0,A
559953,18.9,98.1,7.6,95.3,A
559956,22.1,95.7,7.0,100.0,A
559957,23.2,100.0,1.8,100.0,A
559958,18.3,82.5,5.3,99.6,A
559960,18.7,98.3,6.0,91.4,A
559962,21.9,87.0,5.2,94.6,A
559963,25.8,58.3,6.0,100.0,A
559966,21.9,99.2,4.4,100.0,A
559967,17.8,94.5,5.1,100.0,A
559968,16.8,66.8,8.2,95.9,A
559970,18.3,100.0,2.5,100.0,A
559973,17.2,83.5,5.0,91.9,A
559976,29.8,100.0,2.1,100.0,A
559978,19.5,61.4,7.7,98.2,A
559983,16.1,100.0,7.9,93.9,A
559984,22.6,75.1,8.1,100.0,A
559985,17.9,90.7,7.6,100.0,A
559987,27.7,72.1,5.7,100.0,A
559989,21.7,69.2,5.4,97.3,A
559993,24.6,88.9,9.4,100.0,A
559995,18.8,92.4,4.9,100.0,A
559996,18.4,97.7,5.1,95.7,A
559998,23.2,96.3,6.4,100.0,A
560000,38.4,91.8,5.5,100.0,A
560002,10.8,90.8,2.9,95.0,A
560004,16.0,95.3,5.9,100.0,A
560006,19.2,81.0,8.8,97.3,A
560007,17.4,85.5,6.1,98.4,A
560009,22.6,62.2,4.6,100.0,A
560010,22.0,97.9,4.0,100.0,A
560011,16.5,81.1,7.1,100.0,A
560013,20.1,89.2,6.6,97.4,A
560019,21.2,90.8,7.4,100.0,A
560020,23.6,91.5,4.1,100.0,A
560023,15.7,99.6,9.8,100.0,A
560025,27.5,100.0,7.0,100.0,A
560027,31.2,85.6,5.7,100.0,A
560028,12.7,100.0,5.5,97.7,A
560032,19.5,79.1,8.1,100.0,A
560033,26.6,79.5,3.4,100.0,A
560034,19.8,91.8,3.7,95.5,A
560036,14.1,79.7,3.4,97.9,A
560040,32.5,93.3,4.0,100.0,A
560042,24.5,98.1,3.4,100.0,A
560043,16.1,93.3,8.4,97.6,A
560044,17.8,95.5,4.7,91.7,A
560051,20.7,98.6,5.9,100.0,A
560052,31.2,73.2,8.4,100.0,A
560053,22.5,86.7,6.2,99.9,A
560054,15.5,72.4,4.8,98.6,A
560055,21.3,92.8,5.2,100.0,A
560056,17.4,76.7,3.3,96.0,A
560058,14.6,80.8,2.7,100.0,A
560060,15.0,84.6,6.3,91.1,A
560062,21.9,71.6,5.9,100.0,A
560063,17.7,80.8,7.6,100.0,A
560064,30.6,94.2,7.0,100.0,A
560068,15.3,100.0,6.2,100.0,A
560070,17.2,80.7,5.1,99.6,A
560074,14.9,67.4,2.0,99.4,A
560076,12.6,86.2,2.2,99.1,A
560077,11.2,81.1,8.7,90.9,A
560079,18.7,87.3,3.5,92.6,A
560081,11.2,82.2,2.1,93.3,A
560082,18.4,81.8,4.8,99.0,A
560087,11.9,94.8,4.1,93.7,A
560093,20.0,88.8,4.6,100.0,A
560094,18.2,71.1,5.5,91.2,A
560096,30.0,75.9,8.1,100.0,A
560099,15.5,84.1,5.6,93.0,A
560101,17.8,80.3,3.3,92.8,A
560102,16.3,91.9,4.6,99.9,A
560103,18.3,97.7,10.0,100.0,A
560105,25.2,81.5,4.7,100.0,A
560110,22.1,93.3,8.0,100.0,A
560115,22.4,83.4,3.0,100.0,A
560117,12.2,89.5,1.3,91.3,A
560119,13.7,78.0,4.6,90.9,A
560129,28.3,99.1,9.1,100.0,A
560130,26.7,90.1,4.4,100.0,A
560131,19.2,87.7,8.1,93.3,A
560132,25.2,100.0,6.0,100.0,A
560139,21.7,96.6,8.8,100.0,A
560145,13.0,90.1,5.4,95.4,A
560146,27.3,100.0,7.6,100.0,A
560147,22.8,91.1,9.6,100.0,A
560149,22.4,88.8,7.3,100.0,A
560152,14.1,93.6,4.7,91.3,A
560153,18.0,91.5,5.9,100.0,A
560157,19.4,75.7,7.6,95.7,A
560158,25.2,68.2,4.7,100.0,A
560159,19.6,91.5,5.0,94.0,A
560160,16.2,91.6,5.4,98.2,A
560162,19.2,82.6,5.3,100.0,A
560163,23.7,94.2,7.4,100.0,A
560164,20.4,88.1,5.1,100.0,A
560167,18.9,72.5,9.5,91.7,A
560168,25.2,87.2,7.3,100.0,A
560170,29.9,88.7,3.6,100.0,A
560171,14.3,85.1,6.5,90.1,A
560173,21.4,71.3,6.2,100.0,A
560174,18.7,79.1,4.4,92.3,A
560176,18.1,74.6,6.9,100.0,A
560179,19.9,71.5,8.0,97.5,A
560180,14.3,89.6,2.5,96.9,A
560181,14.5,91.6,4.0,90.9,A
560183,15.2,81.6,7.0,94.8,A
560190,22.9,91.7,9.8,100.0,A
560191,15.7,91.8,5.6,91.4,A
560192,18.8,95.2,8.7,98.2,A
560195,20.2,81.9,2.5,100.0,A
560196,28.6,72.9,4.4,100.0,A
560198,20.7,99.8,8.2,100.0,A
560199,24.5,65.1,7.8,100.0,A
560203,13.0,95.0,6.0,100.0,A
560204,22.9,97.8,8.0,100.0,A
560205,9.9,90.8,1.8,90.0,A
560207,17.0,100.0,5.9,100.0,A
560208,17.3,91.0,5.9,92.9,A
560209,23.2,93.0,4.6,97.9,A
560212,19.7,71.7,6.6,100.0,A
560216,32.4,91.7,8.6,100.0,A
560218,23.5,92.9,3.5,100.0,A
560220,14.5,85.6,7.6,90.8,A
560221,13.7,92.6,7.8,99.5,A
560222,27.6,87.6,6.0,100.0,A
560226,15.7,92.5,2.4,100.0,A
560228,18.1,87.1,2.5,98.1,A
560229,16.8,76.8,8.3,98.3,A
560232,30.0,82.6,5.8,100.0,A
560233,20.4,91.3,5.3,98.4,A
560235,24.8,95.0,7.0,100.0,A
560236,18.5,84.8,6.4,92.9,A
560239,24.4,82.1,5.8,100.0,A
560241,13.5,94.0,5.4,92.2,A
560243,17.0,69.2,8.0,95.5,A
560248,24.4,91.6,10.0,100.0,A
560249,17.4,93.0,5.9,96.8,A
560251,13.8,81.2,4.7,93.0,A
560253,16.7,100.0,4.6,91.2,A
560257,23.5,75.5,9.6,100.0,A
560258,17.7,97.0,8.3,94.9,A
560260,16.4,74.2,4.1,94.2,A
560261,21.2,91.7,3.9,100.0,A
560262,25.6,88.7,4.5,100.0,A
560263,18.2,71.7,5.3,100.0,A
560267,24.6,71.2,4.4,100.0,A
560273,17.8,90.9,5.5,99.5,A
560274,12.6,90.0,6.7,90.1,A
560275,22.0,76.0,5.2,100.0,A
560276,14.9,96.5,6.8,94.9,A
560277,21.0,78.1,7.5,100.0,A
560279,24.4,83.4,6.8,100.0,A
560285,15.0,87.0,6.2,92.3,A
560286,25.0,76.2,4.5,100.0,A
560287,21.1,91.0,4.5,100.0,A
560289,16.8,78.8,5.0,90.3,A
560291,15.3,90.5,7.8,90.0,A
560292,17.8,85.9,3.2,97.7,A
560293,24.4,90.9,9.3,100.0,A
560295,21.8,91.3,4.5,100.0,A
560297,20.2,100.0,3.7,100.0,A
560299,19.2,100.0,0.3,95.3,A
560301,21.1,75.9,6.3,100.0,A
560302,16.9,94.9,9.3,95.4,A
560303,19.9,72.1,7.1,100.0,A
560311,17.8,83.5,3.9,100.0,A
560314,25.4,89.8,5.8,100.0,A
560319,12.7,78.5,7.6,100.0,A
560321,17.4,90.1,7.8,90.4,A
560323,8.9,93.4,4.9,92.7,A
560324,16.8,83.6,3.2,100.0,A
560325,20.1,82.4,6.0,98.2,A
560326,15.1,94.8,10.0,93.8,A
560327,23.9,86.2,6.5,100.0,A
560329,15.4,86.3,4.5,94.8,A
560330,16.5,56.7,7.3,100.0,A
560331,23.7,87.2,6.4,100.0,A
560332,22.1,79.8,4.7,100.0,A
560337,22.0,75.3,5.4,100.0,A
560339,25.7,100.0,5.5,100.0,A
560340,21.1,77.8,3.7,95.9,A
560342,26.0,78.0,8.3,100.0,A
560343,12.9,74.9,3.6,91.1,A
560344,18.5,84.5,1.1,93.9,A
560345,10.9,91.8,7.7,95.0,A
560350,20.5,85.8,9.5,100.0,A
560352,19.1,82.5,5.6,99.8,A
560353,18.5,79.9,7.0,100.0,A
560354,25.2,88.0,7.1,100.0,A
560355,10.8,86.3,7.6,96.4,A
560357,22.3,76.8,4.1,94.6,A
560359,18.4,81.4,6.1,100.0,A
560362,20.5,83.8,5.8,100.0,A
560363,18.3,69.8,5.3,100.0,A
560365,23.6,83.3,6.1,100.0,A
560366,17.5,98.7,4.5,92.6,A
560368,24.4,89.0,10.0,100.0,A
560370,14.5,100.0,6.0,97.1,A
560372,18.9,84.2,7.6,100.0,A
560374,21.0,99.5,4.8,100.0,A
560375,19.0,100.0,5.8,100.0,A
560376,10.9,68.1,4.1,90.9,A
560379,11.4,94.9,7.6,92.2,A
560380,25.2,81.6,4.5,100.0,A
560382,17.8,75.9,1.2,94.8,A
560387,17.7,80.9,6.3,100.0,A
560388,17.5,89.5,7.9,100.0,A
560389,4.5,82.5,9.6,96.6,A
560391,15.7,89.8,7.1,94.0,A
560392,17.3,91.6,6.3,100.0,A
560394,18.8,91.8,5.9,100.0,A
560395,23.0,85.3,4.0,100.0,A
560398,19.0,78.4,6.8,92.0,A
560400,26.0,79.3,4.6,100.0,A
560401,20.5,80.3,4.8,100.0,A
560403,18.8,91.5,6.1,100.0,A
560404,20.7,71.8,4.4,100.0,A
560405,23.5,95.4,5.2,100.0,A
560406,10.3,78.3,6.8,95.4,A
560408,12.5,80.8,4.5,90.9,A
560412,23.8,83.5,6.6,100.0,A
560413,15.5,81.1,5.5,90.9,A
560414,17.7,84.0,6.9,100.0,A
560415,16.8,95.1,5.6,96.9,A
560416,17.7,84.4,3.6,100.0,A
560418,23.6,78.4,8.3,100.0,A
560419,24.1,80.5,2.5,100.0,A
560423,24.0,76.0,8.6,100.0,A
560424,11.1,87.2,6.2,90.3,A
560425,19.6,89.7,10.0,100.0,A
560426,19.9,87.6,6.7,100.0,A
560430,21.9,92.4,9.8,100.0,A
560432,10.9,96.7,6.4,97.8,A
560434,15.6,91.5,3.3,100.0,A
560436,22.1,78.7,4.3,93.6,A
560437,17.7,82.0,9.9,96.6,A
560438,9.4,86.7,8.0,91.2,A
560439,21.3,65.6,5.0,100.0,A
560441,24.9,90.2,6.3,100.0,A
560447,15.9,77.1,5.6,100.0,A
560449,15.5,93.3,8.0,93.6,A
560450,27.9,56.3,3.9,100.0,A
560451,26.5,89.2,8.2,100.0,A
560453,8.4,91.2,9.8,99.1,A
560455,29.3,82.5,6.1,100.0,A
560456,19.9,88.1,4.3,100.0,A
560457,26.8,90.1,9.6,100.0,A
560460,15.3,66.2,0.0,98.0,A
560463,20.0,82.8,5.1,100.0,A
560464,10.4,88.9,5.7,91.9,A
560467,10.0,85.9,8.1,90.4,A
560468,17.7,100.0,4.4,93.8,A
560472,18.0,95.9,6.2,100.0,A
560473,22.7,66.4,7.0,100.0,A
560480,18.9,94.4,9.0,100.0,A
560484,19.5,81.0,9.2,92.0,A
560486,13.2,66.7,7.4,92.9,A
560488,12.8,86.1,4.2,99.4,A
560491,21.0,89.5,3.7,100.0,A
560493,22.6,91.6,2.7,100.0,A
560494,17.7,92.9,5.0,90.5,A
560502,19.2,92.5,6.5,100.0,A
560506,23.6,79.0,3.7,100.0,A
560508,24.6,61.8,5.4,100.0,A
560509,21.9,70.5,6.8,95.6,A
560514,19.7,99.9,6.4,100.0,A
560516,33.0,86.2,7.2,100.0,A
560525,23.1,94.5,5.2,100.0,A
560526,24.3,98.2,3.0,100.0,A
560531,21.0,98.5,4.5,100.0,A
560532,13.7,76.6,8.1,96.0,A
560534,26.8,78.7,4.9,100.0,A
560536,16.9,97.4,2.0,99.6,A
560538,20.6,86.5,3.7,100.0,A
560539,16.5,100.0,6.8,97.8,A
560541,15.2,82.3,5.3,92.2,A
560542,21.2,88.1,3.2,95.6,A
560544,17.2,95.0,7.1,92.5,A
560545,21.0,78.5,5.2,100.0,A
560548,25.8,74.5,5.3,100.0,A
560549,18.0,68.5,6.6,96.4,A
560551,27.2,95.5,5.4,100.0,A
560552,14.4,89.2,7.2,100.0,A
560556,30.6,70.9,3.2,100.0,A
560557,22.5,100.0,4.2,91.7,A
560559,16.8,80.2,6.5,100.0,A
560561,16.7,90.4,9.0,91.9,A
560564,15.0,73.9,9.3,92.3,A
560566,24.7,89.9,8.9,100.0,A
560568,17.5,71.5,4.0,95.8,A
560569,25.0,87.7,9.0,100.0,A
560576,21.3,93.8,4.3,100.0,A
560577,24.9,82.7,5.0,100.0,A
560578,29.0,77.8,4.9,100.0,A
560581,15.9,92.0,4.8,97.8,A
560582,17.5,73.3,2.7,100.0,A
560583,21.8,78.0,6.7,100.0,A
560585,22.4,98.8,6.0,100.0,A
