Year,Country,Sector,Expenditure_USD_Million,GDP_Percentage,Expenditure_GDP_Ratio,Spending_Tier,GDP_Contribution,Decade,Growth_Indicator
2018,Belgium,Total function,283956.03,52.26514,5432.887,Mega Spender,Critical,2010,Not Calculated
2018,Belgium,Health,41471.105,7.6332,5432.2793,Moderate Spender,Significant,2010,Not Calculated
2018,Belgium,Education,33740.695,6.21034,5432.1123,Moderate Spender,Significant,2010,Not Calculated
2018,Belgium,Social protection,104692.8,19.26983,5432.708,Mega Spender,Critical,2010,Not Calculated
2018,Belgium,General public services,38453.06,7.0777,5432.22,Moderate Spender,Significant,2010,Not Calculated
2018,Brazil,Total function,770782.9,40.20916,19168.86,Mega Spender,Critical,2010,Not Calculated
2018,Brazil,Health,100067.45,5.22018,19165.678,Mega Spender,Significant,2010,Not Calculated
2018,Brazil,Education,100975.82,5.26757,19165.697,Mega Spender,Significant,2010,Not Calculated
2018,Brazil,Social protection,298874.72,15.59129,19168.107,Mega Spender,Critical,2010,Not Calculated
2018,Brazil,General public services,133766.38,6.97814,19166.6,Mega Spender,Significant,2010,Not Calculated
2018,Brazil,Defence,20901.93,1.09038,19151.836,Moderate Spender,Minimal,2010,Not Calculated
2018,Brazil,Public order and safety,54508.9,2.84355,19162.574,Major Spender,Moderate,2010,Not Calculated
2018,Bulgaria,Total function,24515.088,36.94152,663.6008,Moderate Spender,Critical,2010,Not Calculated
2018,Canada,Total function,635881.75,36.92896,17218.588,Mega Spender,Critical,2010,Not Calculated
2018,Canada,Transport,21637.299,1.25659,17205.367,Moderate Spender,Minimal,2010,Not Calculated
2018,Canada,Health,139366.03,8.09371,17216.926,Mega Spender,Significant,2010,Not Calculated
2018,Canada,Education,82246.125,4.77646,17215.45,Major Spender,Moderate,2010,Not Calculated
2018,Canada,Social protection,191852.56,11.14187,17217.518,Mega Spender,Critical,2010,Not Calculated
2018,Canada,General public services,93364.195,5.42214,17215.893,Major Spender,Significant,2010,Not Calculated
2018,Canada,Public order and safety,29027.227,1.68576,17208.865,Moderate Spender,Minimal,2010,Not Calculated
2018,Chile,Total function,76825.88,26.00718,2953.9124,Major Spender,Critical,2010,Not Calculated
2018,Chile,Social protection,20618.34,6.97974,2953.6038,Moderate Spender,Significant,2010,Not Calculated
2018,China,Total function,4.2822675e+06,30.81898,138944.53,Mega Spender,Critical,2010,Not Calculated
2018,China,"Agriculture, forestry, fishing and hunting",332425.06,2.39242,138891.23,Mega Spender,Moderate,2010,Not Calculated
2018,China,Transport,226286.23,1.62856,138863.39,Mega Spender,Minimal,2010,Not Calculated
2018,China,Environment protection,100990.52,0.72682,138757.56,Mega Spender,Minimal,2010,Not Calculated
2018,China,Housing and community amenities,367596.1,2.64555,138896.34,Mega Spender,Moderate,2010,Not Calculated
2018,China,Health,397206.3,2.85865,138900.33,Mega Spender,Moderate,2010,Not Calculated
2018,China,Education,490349.3,3.52899,138909.55,Mega Spender,Moderate,2010,Not Calculated
2018,China,Social protection,1.1224831e+06,8.07838,138931.84,Mega Spender,Significant,2010,Not Calculated
2018,China,General public services,397614.44,2.86158,138900.73,Mega Spender,Moderate,2010,Not Calculated
2018,China,Defence,171143.8,1.2317,138836.53,Mega Spender,Minimal,2010,Not Calculated
2018,China,Public order and safety,208299.4,1.49911,138856.08,Mega Spender,Minimal,2010,Not Calculated
2018,China,"Recreation, culture and religion",54652.863,0.39333,138596.77,Major Spender,Minimal,2010,Not Calculated
2018,China,"General economic, commercial and labour affairs",128109.35,0.92199,138798.2,Mega Spender,Minimal,2010,Not Calculated
2018,China,RandD Economic affairs,103226.03,0.74291,138761.45,Mega Spender,Minimal,2010,Not Calculated
2018,China,Economic affairs n.e.c.,133041.83,0.95749,138803.56,Mega Spender,Minimal,2010,Not Calculated
2018,"China, Hong Kong SAR",Total function,73381.39,20.28617,3617.1333,Major Spender,Critical,2010,Not Calculated
2018,Colombia,Total function,111840.36,33.46528,3341.8823,Mega Spender,Critical,2010,Not Calculated
2018,Colombia,Social protection,32364.54,9.68423,3341.6387,Moderate Spender,Significant,2010,Not Calculated
2018,Costa Rica,Total function,20708.473,33.17593,624.1829,Moderate Spender,Critical,2010,Not Calculated
2018,Czechia,Total function,101080.83,40.59462,2489.9443,Mega Spender,Critical,2010,Not Calculated
2018,Czechia,Social protection,30816.96,12.37626,2489.8047,Moderate Spender,Critical,2010,Not Calculated
2018,Denmark,Total function,180377.16,50.5483,3568.3413,Mega Spender,Critical,2010,Not Calculated
2018,Denmark,Health,29597.035,8.29418,3567.9797,Moderate Spender,Significant,2010,Not Calculated
2018,Denmark,Education,22814.838,6.39355,3567.8567,Moderate Spender,Significant,2010,Not Calculated
2018,Denmark,Social protection,78036.06,21.86857,3568.2485,Major Spender,Critical,2010,Not Calculated
2018,Denmark,General public services,22608.174,6.33564,3567.8489,Moderate Spender,Significant,2010,Not Calculated
2018,Finland,Total function,147177.64,53.38171,2757.0283,Mega Spender,Critical,2010,Not Calculated
2018,Finland,Social protection,66863.28,24.25148,2756.9668,Major Spender,Critical,2010,Not Calculated
2018,Finland,General public services,22068.496,8.0043,2756.7356,Moderate Spender,Significant,2010,Not Calculated
2018,France,Total function,1.5530154e+06,55.50148,27981.01,Mega Spender,Critical,2010,Not Calculated
2018,France,Transport,55468.254,1.98232,27967.375,Major Spender,Minimal,2010,Not Calculated
2018,France,Environment protection,26889.152,0.96096,27952.465,Moderate Spender,Minimal,2010,Not Calculated
2018,France,Housing and community amenities,28863.709,1.03153,27954.352,Moderate Spender,Minimal,2010,Not Calculated
2018,France,Health,224024.7,8.00617,27978.01,Mega Spender,Significant,2010,Not Calculated
2018,France,Education,148536.92,5.30839,27976.268,Mega Spender,Significant,2010,Not Calculated
2018,France,Social protection,667133.0,23.84192,27980.34,Mega Spender,Critical,2010,Not Calculated
2018,France,General public services,162855.98,5.82013,27976.697,Mega Spender,Significant,2010,Not Calculated
2018,France,Defence,49097.004,1.75462,27965.621,Moderate Spender,Minimal,2010,Not Calculated
2018,France,Public order and safety,45301.414,1.61898,27964.18,Moderate Spender,Minimal,2010,Not Calculated
2018,France,"Recreation, culture and religion",39125.023,1.39825,27961.424,Moderate Spender,Minimal,2010,Not Calculated
2018,France,"General economic, commercial and labour affairs",49926.03,1.78425,27965.848,Moderate Spender,Minimal,2010,Not Calculated
2018,France,RandD Economic affairs,22082.668,0.78919,27946.023,Moderate Spender,Minimal,2010,Not Calculated
2018,Germany,Total function,1.7615129e+06,44.321,39743.535,Mega Spender,Critical,2010,Not Calculated
2018,Germany,Transport,62809.066,1.58032,39719.39,Major Spender,Minimal,2010,Not Calculated
2018,Germany,Environment protection,22898.707,0.57615,39675.49,Moderate Spender,Minimal,2010,Not Calculated
2018,Germany,Health,285149.72,7.17458,39738.91,Mega Spender,Significant,2010,Not Calculated
2018,Germany,Education,169580.34,4.26677,39735.12,Mega Spender,Moderate,2010,Not Calculated
2018,Germany,Social protection,765980.06,19.27264,39742.367,Mega Spender,Critical,2010,Not Calculated
2018,Germany,General public services,226616.9,5.70185,39737.484,Mega Spender,Significant,2010,Not Calculated
2018,Germany,Defence,41812.875,1.05204,39706.824,Moderate Spender,Minimal,2010,Not Calculated
2018,Germany,Public order and safety,62902.36,1.58267,39719.36,Major Spender,Minimal,2010,Not Calculated
2018,Germany,"Recreation, culture and religion",41007.465,1.03178,39705.902,Moderate Spender,Minimal,2010,Not Calculated
2018,Germany,"General economic, commercial and labour affairs",24485.91,0.61608,39680.285,Moderate Spender,Minimal,2010,Not Calculated
2018,Greece,Total function,102898.93,48.52591,2120.451,Mega Spender,Critical,2010,Not Calculated
2018,Greece,Social protection,41974.664,19.79475,2120.3877,Moderate Spender,Critical,2010,Not Calculated
2018,Hungary,Total function,74103.125,46.15159,1605.6115,Major Spender,Critical,2010,Not Calculated
2018,Hungary,Social protection,21018.434,13.09033,1605.5231,Moderate Spender,Critical,2010,Not Calculated
2018,India,Total function,668676.75,24.19939,27630.826,Mega Spender,Critical,2010,Not Calculated
2018,India,Housing and community amenities,56741.355,2.05347,27618.49,Major Spender,Moderate,2010,Not Calculated
2018,India,Health,34778.047,1.25862,27609.95,Moderate Spender,Minimal,2010,Not Calculated
2018,India,Education,120685.266,4.3676,27625.617,Mega Spender,Moderate,2010,Not Calculated
2018,India,Social protection,47362.383,1.71404,27615.904,Moderate Spender,Minimal,2010,Not Calculated
2018,India,General public services,84162.27,3.04583,27622.898,Major Spender,Moderate,2010,Not Calculated
2018,India,Defence,66511.336,2.40704,27620.527,Major Spender,Moderate,2010,Not Calculated
2018,India,Public order and safety,43183.566,1.56281,27614.33,Moderate Spender,Minimal,2010,Not Calculated
2018,Indonesia,Total function,170682.77,16.37604,10422.077,Mega Spender,Critical,2010,Not Calculated
2018,Indonesia,Education,28706.521,2.75423,10418.92,Moderate Spender,Moderate,2010,Not Calculated
2018,Indonesia,General public services,45831.69,4.39729,10420.343,Moderate Spender,Moderate,2010,Not Calculated
2018,Ireland,Total function,97773.82,25.3473,3857.2144,Major Spender,Critical,2010,Not Calculated
2018,Ireland,Social protection,34113.324,8.84368,3856.9312,Moderate Spender,Significant,2010,Not Calculated
2018,Israel,Total function,149765.05,40.08258,3736.319,Mega Spender,Critical,2010,Not Calculated
2018,Israel,Health,20009.736,5.35533,3735.7178,Moderate Spender,Significant,2010,Not Calculated
2018,Israel,Education,26644.758,7.13111,3735.887,Moderate Spender,Significant,2010,Not Calculated
2018,Israel,Social protection,40799.54,10.91944,3736.0708,Moderate Spender,Critical,2010,Not Calculated
2018,Israel,Defence,20474.945,5.47984,3735.7314,Moderate Spender,Significant,2010,Not Calculated
2018,Italy,Total function,1.0123674e+06,48.39388,20918.895,Mega Spender,Critical,2010,Not Calculated
2018,Italy,Transport,36569.91,1.74814,20907.365,Moderate Spender,Minimal,2010,Not Calculated
2018,Italy,Health,142509.33,6.81233,20916.254,Mega Spender,Significant,2010,Not Calculated
2018,Italy,Education,82116.26,3.92538,20913.986,Major Spender,Moderate,2010,Not Calculated
2018,Italy,Social protection,432130.16,20.65698,20918.316,Mega Spender,Critical,2010,Not Calculated
2018,Italy,General public services,162583.19,7.77191,20916.643,Mega Spender,Significant,2010,Not Calculated
2018,Italy,Defence,26208.924,1.25286,20902.592,Moderate Spender,Minimal,2010,Not Calculated
2018,Italy,Public order and safety,38658.547,1.84798,20908.04,Moderate Spender,Minimal,2010,Not Calculated
2018,Japan,Total function,1.9304162e+06,38.31837,50377.035,Mega Spender,Critical,2010,Not Calculated
2018,Japan,"Agriculture, forestry, fishing and hunting",42503.758,0.84369,50318.766,Moderate Spender,Minimal,2010,Not Calculated
2018,Japan,Transport,71129.086,1.4119,50342.617,Major Spender,Minimal,2010,Not Calculated
2018,Japan,Environment protection,56152.16,1.11461,50333.145,Major Spender,Minimal,2010,Not Calculated
2018,Japan,Housing and community amenities,31966.115,0.63452,50299.152,Moderate Spender,Minimal,2010,Not Calculated
2018,Japan,Health,380618.47,7.5552,50371.676,Mega Spender,Significant,2010,Not Calculated
2018,Japan,Education,165149.2,3.27818,50362.96,Mega Spender,Moderate,2010,Not Calculated
2018,Japan,Social protection,799503.3,15.86998,50375.168,Mega Spender,Critical,2010,Not Calculated
2018,Japan,General public services,188804.56,3.74773,50364.94,Mega Spender,Moderate,2010,Not Calculated
2018,Japan,Defence,45792.92,0.90898,50323.0,Moderate Spender,Minimal,2010,Not Calculated
2018,Japan,Public order and safety,61373.89,1.21826,50336.996,Major Spender,Minimal,2010,Not Calculated
2018,Japan,Other industries,23476.955,0.46601,50270.777,Moderate Spender,Minimal,2010,Not Calculated
2018,Kazakhstan,Total function,32597.93,18.17661,1793.3011,Moderate Spender,Critical,2010,Not Calculated
2018,"Korea, Republic of",Total function,537406.3,31.1584,17247.006,Mega Spender,Critical,2010,Not Calculated
2018,"Korea, Republic of",Health,80912.35,4.69124,17243.865,Major Spender,Moderate,2010,Not Calculated
2018,"Korea, Republic of",Education,82498.12,4.78318,17243.94,Major Spender,Moderate,2010,Not Calculated
2018,"Korea, Republic of",Social protection,119182.58,6.91011,17245.07,Mega Spender,Significant,2010,Not Calculated
2018,"Korea, Republic of",General public services,69608.12,4.03583,17243.262,Major Spender,Moderate,2010,Not Calculated
2018,"Korea, Republic of",Defence,42011.58,2.4358,17240.47,Moderate Spender,Moderate,2010,Not Calculated
2018,"Korea, Republic of",Public order and safety,20375.793,1.18137,17233.008,Moderate Spender,Minimal,2010,Not Calculated
2018,Luxembourg,Total function,30032.879,42.29961,709.9869,Moderate Spender,Critical,2010,Not Calculated
2018,Malaysia,Total function,70720.46,19.71088,3587.7075,Major Spender,Critical,2010,Not Calculated
2018,Malaysia,General public services,25216.436,7.02821,3587.3782,Moderate Spender,Significant,2010,Not Calculated
2018,Netherlands (Kingdom of the),Total function,386454.38,42.27965,9140.218,Mega Spender,Critical,2010,Not Calculated
2018,Netherlands (Kingdom of the),Health,67145.53,7.34599,9139.189,Major Spender,Significant,2010,Not Calculated
2018,Netherlands (Kingdom of the),Education,46220.2,5.05667,9138.635,Moderate Spender,Significant,2010,Not Calculated
2018,Netherlands (Kingdom of the),Social protection,145571.53,15.92611,9139.858,Mega Spender,Critical,2010,Not Calculated
2018,Netherlands (Kingdom of the),General public services,36955.61,4.04309,9138.178,Moderate Spender,Moderate,2010,Not Calculated
2018,New Zealand,Total function,72470.78,34.19189,2119.4692,Major Spender,Critical,2010,Not Calculated
2018,New Zealand,Social protection,21133.896,9.97102,2119.3196,Moderate Spender,Significant,2010,Not Calculated
2018,Norway,Total function,213354.56,48.82259,4369.907,Mega Spender,Critical,2010,Not Calculated
2018,Norway,Health,35763.418,8.18385,4369.465,Moderate Spender,Significant,2010,Not Calculated
2018,Norway,Education,23576.514,5.39509,4369.1846,Moderate Spender,Significant,2010,Not Calculated
2018,Norway,Social protection,83079.87,19.01142,4369.7686,Major Spender,Critical,2010,Not Calculated
2018,Peru,Total function,47432.137,21.30852,2225.8662,Moderate Spender,Critical,2010,Not Calculated
2018,Philippines,Total function,67065.5,19.33604,3468.2402,Major Spender,Critical,2010,Not Calculated
2018,Philippines,General public services,25296.637,7.29342,3467.9436,Moderate Spender,Significant,2010,Not Calculated
2018,Poland,Total function,244031.52,41.44699,5887.6562,Mega Spender,Critical,2010,Not Calculated
2018,Poland,Transport,20897.496,3.54929,5886.138,Moderate Spender,Moderate,2010,Not Calculated
2018,Poland,Health,28225.092,4.79383,5886.568,Moderate Spender,Moderate,2010,Not Calculated
2018,Poland,Education,29350.693,4.985,5886.621,Moderate Spender,Moderate,2010,Not Calculated
2018,Poland,Social protection,95074.16,16.14766,5887.4336,Major Spender,Critical,2010,Not Calculated
2018,Poland,General public services,25635.592,4.35402,5886.4463,Moderate Spender,Moderate,2010,Not Calculated
2018,Portugal,Total function,104777.2,43.24042,2423.075,Mega Spender,Critical,2010,Not Calculated
2018,Portugal,Social protection,41028.117,16.93186,2422.988,Moderate Spender,Critical,2010,Not Calculated
2018,Romania,Total function,83900.805,34.48223,2433.09,Major Spender,Critical,2010,Not Calculated
2018,Romania,Social protection,28121.684,11.55768,2432.9492,Moderate Spender,Critical,2010,Not Calculated
2018,Russian Federation,Total function,568793.06,34.31987,16572.805,Mega Spender,Critical,2010,Not Calculated
2018,Russian Federation,Health,52607.12,3.17421,16568.076,Major Spender,Moderate,2010,Not Calculated
2018,Russian Federation,Education,57163.023,3.44911,16568.465,Major Spender,Moderate,2010,Not Calculated
2018,Russian Federation,Social protection,191334.89,11.54478,16571.846,Mega Spender,Critical,2010,Not Calculated
2018,Russian Federation,General public services,93780.68,5.65854,16570.373,Major Spender,Significant,2010,Not Calculated
2018,Russian Federation,Defence,29554.414,1.78326,16563.96,Moderate Spender,Minimal,2010,Not Calculated
2018,Russian Federation,Public order and safety,36520.156,2.20356,16565.734,Moderate Spender,Moderate,2010,Not Calculated
2018,Russian Federation,Other industries,28458.164,1.71711,16563.645,Moderate Spender,Minimal,2010,Not Calculated
2018,Russian Federation,Economic affairs n.e.c.,19964.533,1.20462,16559.557,Moderate Spender,Minimal,2010,Not Calculated
2018,Singapore,Total function,61366.27,16.27811,3769.633,Major Spender,Critical,2010,Not Calculated
2018,Slovakia,Total function,42104.465,39.66958,1061.3524,Moderate Spender,Critical,2010,Not Calculated
2018,Slovenia,Total function,23550.725,43.46926,541.76636,Moderate Spender,Critical,2010,Not Calculated
2018,South Africa,Total function,162836.03,40.31137,4039.3564,Mega Spender,Critical,2010,Not Calculated
2018,South Africa,Education,33045.52,8.18068,4038.9646,Moderate Spender,Significant,2010,Not Calculated
2018,South Africa,Social protection,24712.998,6.1179,4038.7976,Moderate Spender,Significant,2010,Not Calculated
2018,South Africa,General public services,34533.29,8.54899,4038.9856,Moderate Spender,Significant,2010,Not Calculated
2018,Spain,Total function,594450.0,41.81254,14216.6875,Mega Spender,Critical,2010,Not Calculated
2018,Spain,Transport,23035.7,1.62029,14208.253,Moderate Spender,Minimal,2010,Not Calculated
2018,Spain,Health,85214.13,5.99381,14214.651,Major Spender,Significant,2010,Not Calculated
2018,Spain,Education,56409.473,3.96774,14213.446,Major Spender,Moderate,2010,Not Calculated
2018,Spain,Social protection,240128.2,16.89018,14216.188,Mega Spender,Critical,2010,Not Calculated
2018,Spain,General public services,79843.16,5.61602,14214.504,Major Spender,Significant,2010,Not Calculated
2018,Spain,Public order and safety,25431.855,1.78883,14209.089,Moderate Spender,Minimal,2010,Not Calculated
2018,Sweden,Total function,276901.0,49.85117,5554.4424,Mega Spender,Critical,2010,Not Calculated
2018,Sweden,Health,38889.996,7.00146,5553.762,Moderate Spender,Significant,2010,Not Calculated
2018,Sweden,Education,38267.16,6.88933,5553.7485,Moderate Spender,Significant,2010,Not Calculated
2018,Sweden,Social protection,108628.36,19.55663,5554.2705,Mega Spender,Critical,2010,Not Calculated
2018,Sweden,General public services,39156.203,7.04939,5553.764,Moderate Spender,Significant,2010,Not Calculated
2018,"Switzerland, Liechtenstein",Total function,239364.1,32.24923,7422.09,Mega Spender,Critical,2010,Not Calculated
2018,"Switzerland, Liechtenstein",Education,39276.855,5.29172,7420.921,Moderate Spender,Significant,2010,Not Calculated
2018,"Switzerland, Liechtenstein",Social protection,94531.92,12.73617,7421.7363,Major Spender,Critical,2010,Not Calculated
2018,"Switzerland, Liechtenstein",General public services,32037.803,4.31641,7420.607,Moderate Spender,Moderate,2010,Not Calculated
2018,Thailand,Total function,106565.336,21.029,5067.3013,Mega Spender,Critical,2010,Not Calculated
2018,Thailand,General public services,34104.062,6.7299,5066.791,Moderate Spender,Significant,2010,Not Calculated
2018,Türkiye,Total function,266783.6,34.26995,7784.5405,Mega Spender,Critical,2010,Not Calculated
2018,Türkiye,Health,39669.492,5.09578,7783.246,Moderate Spender,Significant,2010,Not Calculated
2018,Türkiye,Education,28659.982,3.68155,7782.646,Moderate Spender,Moderate,2010,Not Calculated
2018,Türkiye,Social protection,76904.625,9.87886,7783.9785,Major Spender,Significant,2010,Not Calculated
2018,Türkiye,General public services,44780.742,5.75235,7783.421,Moderate Spender,Significant,2010,Not Calculated
2018,Ukraine,Total function,54264.46,41.45772,1308.8793,Major Spender,Critical,2010,Not Calculated
2018,Ukraine,Social protection,20193.898,15.42802,1308.8257,Moderate Spender,Critical,2010,Not Calculated
2018,United Kingdom,Total function,1.1747138e+06,40.81486,28780.814,Mega Spender,Critical,2010,Not Calculated
2018,United Kingdom,Transport,45330.98,1.575,28763.31,Moderate Spender,Minimal,2010,Not Calculated
2018,United Kingdom,Health,215780.11,7.49718,28777.664,Mega Spender,Significant,2010,Not Calculated
2018,United Kingdom,Education,142276.88,4.94334,28775.707,Mega Spender,Moderate,2010,Not Calculated
2018,United Kingdom,Social protection,428511.66,14.88843,28779.588,Mega Spender,Critical,2010,Not Calculated
2018,United Kingdom,General public services,135392.56,4.70415,28775.396,Mega Spender,Moderate,2010,Not Calculated
2018,United Kingdom,Defence,52887.7,1.83756,28765.826,Major Spender,Minimal,2010,Not Calculated
2018,United Kingdom,Public order and safety,51700.293,1.7963,28765.531,Major Spender,Minimal,2010,Not Calculated
2018,United States of America,Total function,7.7946345e+06,37.77565,206334.72,Mega Spender,Critical,2010,Not Calculated
2018,United States of America,Housing and community amenities,103192.95,0.50011,205928.77,Mega Spender,Minimal,2010,Not Calculated
2018,United States of America,Health,1.9219682e+06,9.31456,206318.05,Mega Spender,Significant,2010,Not Calculated
2018,United States of America,Education,1.2232878e+06,5.9285,206305.38,Mega Spender,Significant,2010,Not Calculated
2018,United States of America,Social protection,1.5417399e+06,7.47184,206312.45,Mega Spender,Significant,2010,Not Calculated
2018,United States of America,General public services,1.1761406e+06,5.70001,206303.9,Mega Spender,Significant,2010,Not Calculated
2018,United States of America,Defence,660548.44,3.20126,206275.7,Mega Spender,Moderate,2010,Not Calculated
2018,United States of America,Public order and safety,407283.6,1.97385,206235.2,Mega Spender,Minimal,2010,Not Calculated
2018,United States of America,"Recreation, culture and religion",56462.73,0.27364,205588.16,Major Spender,Minimal,2010,Not Calculated
2019,Australia,Total function,606215.5,44.05445,13760.284,Mega Spender,Critical,2010,Not Calculated
2019,Australia,Transport,44262.57,3.21662,13756.308,Moderate Spender,Moderate,2010,Not Calculated
2019,Australia,Health,108333.19,7.87271,13758.849,Mega Spender,Significant,2010,Not Calculated
2019,Australia,Education,87527.58,6.36074,13758.434,Major Spender,Significant,2010,Not Calculated
2019,Australia,Social protection,151800.48,11.03153,13759.353,Mega Spender,Critical,2010,Not Calculated
2019,Australia,General public services,55504.785,4.0336,13757.197,Major Spender,Moderate,2010,Not Calculated
2019,Australia,Defence,34566.406,2.51198,13755.1455,Moderate Spender,Moderate,2010,Not Calculated
2019,Australia,Public order and safety,29125.346,2.11658,13754.071,Moderate Spender,Moderate,2010,Not Calculated
2019,Australia,"General economic, commercial and labour affairs",41301.863,3.00146,13756.008,Moderate Spender,Moderate,2010,Not Calculated
2019,Austria,Total function,216211.52,48.62825,4446.1206,Mega Spender,Critical,2010,Not Calculated
2019,Austria,Health,36910.72,8.30161,4445.6763,Moderate Spender,Significant,2010,Not Calculated
2019,Austria,Education,21364.98,4.80521,4445.2866,Moderate Spender,Moderate,2010,Not Calculated
2019,Austria,Social protection,89688.42,20.17187,4445.9927,Major Spender,Critical,2010,Not Calculated
2019,Austria,General public services,25581.549,5.75356,4445.4395,Moderate Spender,Significant,2010,Not Calculated
2019,Belarus,Total function,26216.535,40.70248,644.0858,Moderate Spender,Critical,2010,Not Calculated
2019,Belgium,Total function,277855.7,51.85511,5358.2056,Mega Spender,Critical,2010,Not Calculated
2019,Belgium,Health,40616.996,7.58019,5357.6016,Moderate Spender,Significant,2010,Not Calculated
2019,Belgium,Education,32843.816,6.12951,5357.4365,Moderate Spender,Significant,2010,Not Calculated
2019,Belgium,Social protection,103115.805,19.2441,5358.029,Mega Spender,Critical,2010,Not Calculated
2019,Belgium,General public services,36745.52,6.85767,5357.529,Moderate Spender,Significant,2010,Not Calculated
2019,Brazil,Total function,738667.2,39.26035,18814.105,Mega Spender,Critical,2010,Not Calculated
2019,Brazil,Health,94924.01,5.04524,18810.84,Major Spender,Significant,2010,Not Calculated
2019,Brazil,Education,95011.73,5.0499,18810.852,Major Spender,Significant,2010,Not Calculated
2019,Brazil,Social protection,294226.53,15.63821,18813.387,Mega Spender,Critical,2010,Not Calculated
2019,Brazil,General public services,124973.26,6.64236,18811.754,Mega Spender,Significant,2010,Not Calculated
2019,Brazil,Defence,21261.152,1.13004,18797.877,Moderate Spender,Minimal,2010,Not Calculated
2019,Brazil,Public order and safety,52508.94,2.79086,18807.871,Major Spender,Moderate,2010,Not Calculated
2019,Bulgaria,Total function,25013.701,36.29687,689.1231,Moderate Spender,Critical,2010,Not Calculated
2019,Canada,Total function,653145.44,37.50483,17414.504,Mega Spender,Critical,2010,Not Calculated
2019,Canada,Transport,20922.625,1.20142,17400.43,Moderate Spender,Minimal,2010,Not Calculated
2019,Canada,Health,141835.95,8.14449,17412.818,Mega Spender,Significant,2010,Not Calculated
2019,Canada,Education,82639.09,4.74529,17411.305,Major Spender,Moderate,2010,Not Calculated
2019,Canada,Social protection,195429.83,11.22195,17413.41,Mega Spender,Critical,2010,Not Calculated
2019,Canada,General public services,96145.34,5.52085,17411.799,Major Spender,Significant,2010,Not Calculated
2019,Canada,Public order and safety,30537.535,1.75352,17405.064,Moderate Spender,Minimal,2010,Not Calculated
2019,Chile,Total function,76946.45,27.62048,2785.747,Major Spender,Critical,2010,Not Calculated
2019,Chile,Social protection,20957.967,7.52301,2785.4785,Moderate Spender,Significant,2010,Not Calculated
2019,China,Total function,4.5232715e+06,31.67565,142795.14,Mega Spender,Critical,2010,Not Calculated
2019,China,"Agriculture, forestry, fishing and hunting",343143.88,2.40297,142740.5,Mega Spender,Moderate,2010,Not Calculated
2019,China,Transport,231355.08,1.62014,142711.34,Mega Spender,Minimal,2010,Not Calculated
2019,China,Environment protection,113354.71,0.7938,142620.42,Mega Spender,Minimal,2010,Not Calculated
2019,China,Housing and community amenities,394801.38,2.76472,142748.14,Mega Spender,Moderate,2010,Not Calculated
2019,China,Health,382798.6,2.68067,142746.34,Mega Spender,Moderate,2010,Not Calculated
2019,China,Education,507810.44,3.5561,142759.69,Mega Spender,Moderate,2010,Not Calculated
2019,China,Social protection,1.2037632e+06,8.42973,142782.78,Mega Spender,Significant,2010,Not Calculated
2019,China,General public services,444525.03,3.11293,142753.7,Mega Spender,Moderate,2010,Not Calculated
2019,China,Defence,176326.31,1.23478,142684.22,Mega Spender,Minimal,2010,Not Calculated
2019,China,Public order and safety,201232.27,1.40919,142698.67,Mega Spender,Minimal,2010,Not Calculated
2019,China,"Recreation, culture and religion",59548.797,0.41701,142457.83,Major Spender,Minimal,2010,Not Calculated
2019,China,"General economic, commercial and labour affairs",108802.85,0.76193,142611.84,Mega Spender,Minimal,2010,Not Calculated
2019,China,RandD Economic affairs,111356.56,0.77981,142616.72,Mega Spender,Minimal,2010,Not Calculated
2019,China,Economic affairs n.e.c.,200673.53,1.40528,142698.12,Mega Spender,Minimal,2010,Not Calculated
2019,"China, Hong Kong SAR",Total function,77655.24,21.38958,3630.348,Major Spender,Critical,2010,Not Calculated
2019,Colombia,Total function,108937.93,33.71548,3230.9995,Mega Spender,Critical,2010,Not Calculated
2019,Colombia,Social protection,31223.791,9.66353,3230.7612,Moderate Spender,Significant,2010,Not Calculated
2019,Costa Rica,Total function,22149.47,34.38415,644.158,Moderate Spender,Critical,2010,Not Calculated
2019,Czechia,Total function,103680.88,41.0539,2525.4204,Mega Spender,Critical,2010,Not Calculated
2019,Czechia,Social protection,31610.637,12.51668,2525.279,Moderate Spender,Critical,2010,Not Calculated
2019,Denmark,Total function,172098.23,49.66778,3464.9175,Mega Spender,Critical,2010,Not Calculated
2019,Denmark,Health,29031.344,8.37848,3464.5757,Moderate Spender,Significant,2010,Not Calculated
2019,Denmark,Education,21930.305,6.32912,3464.4375,Moderate Spender,Significant,2010,Not Calculated
2019,Denmark,Social protection,75095.586,21.67269,3464.8271,Major Spender,Critical,2010,Not Calculated
2019,Denmark,General public services,20457.469,5.90405,3464.4023,Moderate Spender,Significant,2010,Not Calculated
2019,Finland,Total function,143231.17,53.34198,2685.0989,Mega Spender,Critical,2010,Not Calculated
2019,Finland,Social protection,64616.07,24.06424,2685.0376,Major Spender,Critical,2010,Not Calculated
2019,Finland,General public services,21472.64,7.99681,2684.8152,Moderate Spender,Significant,2010,Not Calculated
2019,France,Total function,1.5104846e+06,55.20264,27362.047,Mega Spender,Critical,2010,Not Calculated
2019,France,Transport,54907.984,2.00668,27348.973,Major Spender,Moderate,2010,Not Calculated
2019,France,Environment protection,27165.168,0.99279,27334.918,Moderate Spender,Minimal,2010,Not Calculated
