employee_id,age,gender,department,job_role,years_at_company,years_in_current_role,monthly_salary,performance_rating,work_life_balance,job_satisfaction,environment_satisfaction,relationship_satisfaction,overtime,companies_worked_before,distance_from_home,training_hours,promotion,attrition,remote_work,education,marital_status,hire_date,last_promotion_date,hire_quarter,days_since_promotion,tenure_category
2133,46,Female,Engineering,Executive,4.1,1.8,6587.32,4.7,3.0,2.7,4.2,3.3,0,1,10.9,65,0,0,Hybrid,High School,Single,2024-12-05 20:36:20.207371,2026-05-15 20:36:20.207371,Q4,110,3-5 years
2134,48,Male,Engineering,Senior,2.5,0.2,5947.27,3.6,4.0,2.8,4.3,3.7,0,3,15.0,53,0,0,Onsite,Bachelor,Married,2016-12-18 20:36:20.207371,2024-10-19 20:36:20.207371,Q4,683,1-3 years
2135,31,Female,Engineering,Junior,9.7,1.0,6088.34,3.4,3.0,3.8,2.7,2.4,0,3,25.6,49,0,0,Hybrid,Bachelor,,2023-05-12 20:36:20.207371,2024-10-27 20:36:20.207371,Q2,675,5-10 years
2136,32,Male,IT,Intern,9.5,2.2,6511.05,2.1,4.0,3.7,2.8,5.0,0,1,1.0,62,0,1,Onsite,Bachelor,Married,2017-08-27 20:36:20.207371,2025-11-12 20:36:20.207371,Q3,294,5-10 years
2137,33,Female,Sales,Senior,3.2,0.9,4676.13,2.7,4.0,2.6,3.4,4.3,0,1,14.4,48,0,0,Remote,Bachelor,Married,2017-07-22 20:36:20.207371,2024-04-22 20:36:20.207371,Q3,863,3-5 years
2138,40,Female,Operations,Junior,2.6,2.6,4876.6,4.2,3.0,2.4,4.2,3.0,0,3,28.4,74,0,1,Hybrid,Bachelor,Divorced,2026-01-30 20:36:20.207371,2025-12-14 20:36:20.207371,Q1,262,1-3 years
2139,25,Male,Marketing,Junior,1.2,0.4,4802.97,3.6,1.0,3.4,3.7,3.0,0,2,30.1,55,0,0,Hybrid,PhD,Married,2024-07-15 20:36:20.207371,2025-01-21 20:36:20.207371,Q3,589,1-3 years
2140,34,Male,Finance,Manager,5.6,5.1,5166.87,3.4,1.0,2.3,3.4,4.0,0,2,12.6,41,0,0,Onsite,Bachelor,Married,2017-05-26 20:36:20.207371,2026-06-06 20:36:20.207371,Q2,88,5-10 years
2141,37,Female,HR,Junior,16.5,2.4,8704.72,2.0,3.0,,1.8,3.8,0,3,8.3,89,0,1,Hybrid,Master,Married,2024-12-27 20:36:20.207371,2024-08-24 20:36:20.207371,Q4,739,>10 years
2142,41,Female,Sales,Manager,1.6,1.6,5146.81,,3.0,3.5,3.5,3.7,0,2,1.0,48,0,0,Remote,Bachelor,,2023-12-26 20:36:20.207371,2025-05-12 20:36:20.207371,Q4,478,1-3 years
2143,22,Female,Sales,Lead,3.4,3.4,5028.52,3.9,4.0,2.7,3.3,2.4,0,3,26.7,55,0,0,Onsite,Bachelor,Married,2024-01-10 20:36:20.207371,2025-09-03 20:36:20.207371,Q1,364,3-5 years
2144,39,Male,Marketing,Executive,2.6,2.6,5080.4,2.5,2.0,3.8,3.7,4.2,0,4,11.8,55,0,0,Onsite,Master,Married,2020-07-04 20:36:20.207371,2023-11-16 20:36:20.207371,Q3,1021,1-3 years
2145,38,Female,Engineering,Lead,5.3,0.5,6022.62,,4.0,3.6,3.7,3.6,1,3,11.0,44,0,1,Remote,Master,Single,2025-09-07 20:36:20.207371,2024-11-15 20:36:20.207371,Q3,656,5-10 years
2146,45,Male,Sales,Junior,1.0,1.0,5964.72,3.6,,4.3,3.2,2.9,1,1,11.5,50,1,0,Onsite,Bachelor,Married,2022-06-28 20:36:20.207371,2024-05-16 20:36:20.207371,Q2,839,<1 year
2147,29,Male,Engineering,Senior,4.1,1.8,6110.43,4.7,3.0,4.5,3.1,3.0,0,4,16.0,71,0,0,Onsite,PhD,Single,2018-03-01 20:36:20.207371,2022-06-01 20:36:20.207371,Q1,1554,3-5 years
2148,29,Female,Sales,Senior,11.3,1.9,6341.58,2.4,1.0,2.6,3.1,3.6,0,3,17.6,50,0,0,Hybrid,Master,Single,2017-06-05 20:36:20.207371,2026-07-17 20:36:20.207371,Q2,47,>10 years
2149,47,Male,Operations,Senior,0.5,0.5,5167.17,3.1,2.0,2.2,3.3,4.2,0,1,1.9,35,0,0,Onsite,Master,,2017-02-06 20:36:20.207371,2026-01-08 20:36:20.207371,Q1,237,<1 year
2150,22,Male,Operations,Executive,1.9,1.9,3204.97,3.6,4.0,3.1,4.5,4.0,0,2,51.9,57,0,1,Onsite,Bachelor,Married,2019-07-26 20:36:20.207371,2025-04-12 20:36:20.207371,Q3,508,1-3 years
2151,51,Female,HR,Junior,0.5,0.5,6309.08,2.6,2.0,2.8,3.1,3.5,0,3,1.0,36,1,1,Onsite,Master,Single,2016-10-05 20:36:20.207371,2026-01-02 20:36:20.207371,Q4,243,<1 year
2152,60,Male,Marketing,Junior,4.0,0.4,6752.51,4.0,1.0,2.1,3.9,4.6,0,2,1.5,69,1,0,Remote,Bachelor,Married,2023-07-01 20:36:20.207371,2026-04-26 20:36:20.207371,Q3,129,3-5 years
2153,39,Male,Finance,Junior,10.4,2.3,7097.7,2.8,2.0,2.6,3.4,4.1,0,2,13.8,42,1,1,Remote,High School,Married,2025-10-10 20:36:20.207371,2026-08-09 20:36:20.207371,Q4,24,>10 years
2154,43,Male,Sales,Manager,4.0,4.0,6529.07,3.4,3.0,3.1,4.4,3.7,0,0,12.7,69,0,0,Onsite,Bachelor,Married,2017-09-19 20:36:20.207371,2024-10-11 20:36:20.207371,Q3,691,3-5 years
2155,22,Female,IT,Executive,9.5,3.2,7158.59,3.6,3.0,2.1,3.6,3.6,0,3,5.0,52,0,0,Onsite,Bachelor,Single,2023-08-08 20:36:20.207371,2026-05-09 20:36:20.207371,Q3,116,5-10 years
2156,28,Female,Marketing,Manager,0.8,0.8,4092.1,3.9,2.0,,2.5,3.3,1,2,71.7,65,1,0,Onsite,Bachelor,Single,2026-04-26 20:36:20.207371,2024-10-25 20:36:20.207371,Q2,677,<1 year
2157,45,Female,Finance,Senior,0.5,0.1,5206.5,3.7,3.0,3.3,3.2,4.9,1,2,1.0,76,0,0,Remote,High School,Married,2019-01-18 20:36:20.207371,2026-04-18 20:36:20.207371,Q1,137,<1 year
2158,38,Male,Operations,Senior,7.9,2.4,,3.4,2.0,4.6,3.1,4.2,1,2,10.3,72,0,0,Hybrid,Master,Single,2023-02-13 20:36:20.207371,2025-08-02 20:36:20.207371,Q1,396,5-10 years
2159,33,Female,HR,Lead,0.9,0.9,4045.32,3.0,2.0,3.4,2.7,2.5,0,2,4.6,49,0,0,Hybrid,Master,Single,2021-08-04 20:36:20.207371,2026-03-01 20:36:20.207371,Q3,185,<1 year
2160,37,Male,Sales,Senior,7.8,7.2,6503.88,3.4,2.0,3.9,3.2,3.3,0,1,1.0,64,0,0,Hybrid,Master,Single,2024-03-18 20:36:20.207371,2025-03-04 20:36:20.207371,Q1,547,5-10 years
2161,40,Male,Operations,Junior,6.5,1.4,6023.35,2.4,1.0,3.4,3.5,3.4,1,3,28.2,68,1,0,Onsite,Master,Married,2022-03-27 20:36:20.207371,2026-06-25 20:36:20.207371,Q1,69,5-10 years
2162,32,Female,Operations,Lead,20.3,0.9,8530.96,3.0,4.0,2.8,4.2,3.1,0,2,12.2,44,0,1,Hybrid,High School,Married,2021-09-07 20:36:20.207371,2026-06-15 20:36:20.207371,Q3,79,>10 years
2163,34,Female,Finance,Executive,0.5,0.5,4441.58,3.2,3.0,3.4,3.9,3.3,1,3,3.1,42,0,0,Remote,Master,Divorced,2020-03-02 20:36:20.207371,2026-08-22 20:36:20.207371,Q1,11,<1 year
2164,34,Male,Marketing,Senior,3.8,1.4,5621.07,3.6,1.0,4.4,3.6,4.5,0,4,7.9,80,0,0,Onsite,Bachelor,Single,2024-10-03 20:36:20.207371,2024-12-08 20:36:20.207371,Q4,633,3-5 years
2165,24,Male,Sales,Junior,6.4,1.3,5581.52,2.8,3.0,3.2,4.0,3.8,0,4,4.0,102,0,0,Onsite,Bachelor,Married,2021-01-17 20:36:20.207371,2025-09-03 20:36:20.207371,Q1,364,5-10 years
2166,38,Non-Binary,Finance,Manager,1.1,0.8,5335.29,3.6,,3.9,2.9,3.9,0,3,15.4,52,0,0,Hybrid,Master,Married,2017-09-10 20:36:20.207371,2025-07-05 20:36:20.207371,Q3,424,1-3 years
2167,53,Male,Sales,Senior,3.4,3.4,6464.71,4.9,1.0,3.9,3.8,2.9,0,2,12.7,37,1,0,Hybrid,Master,Single,2018-10-12 20:36:20.207371,2024-03-21 20:36:20.207371,Q4,895,3-5 years
2168,52,Female,Operations,Junior,0.8,0.2,5981.03,2.4,1.0,4.0,4.4,4.9,0,2,16.5,83,0,0,Hybrid,Bachelor,Married,2025-09-13 20:36:20.207371,2026-03-19 20:36:20.207371,Q3,167,<1 year
2169,22,Female,Engineering,Senior,1.2,1.0,4591.89,3.1,4.0,2.6,3.2,3.4,0,0,4.5,48,1,0,Remote,High School,Married,2019-05-03 20:36:20.207371,2024-08-03 20:36:20.207371,Q2,760,1-3 years
2170,40,Male,Sales,Manager,0.5,0.5,4866.33,3.2,2.0,2.2,3.4,2.8,0,1,1.0,56,0,0,Onsite,Master,Married,2022-11-04 20:36:20.207371,2025-09-21 20:36:20.207371,Q4,346,<1 year
2171,41,Female,Engineering,Manager,0.6,0.6,5335.86,4.5,2.0,2.7,3.1,4.6,0,3,16.6,67,0,0,Onsite,Bachelor,Single,2023-03-28 20:36:20.207371,2026-08-22 20:36:20.207371,Q1,11,<1 year
2172,30,Female,Marketing,Manager,2.2,1.3,4855.91,3.6,3.0,4.7,3.4,3.1,0,1,5.2,27,1,0,Remote,Bachelor,Single,2025-12-14 20:36:20.207371,2025-12-02 20:36:20.207371,Q4,274,1-3 years
2173,25,Male,Engineering,Senior,1.3,0.5,4194.67,4.3,4.0,4.6,4.5,4.3,0,2,16.0,106,0,0,Remote,Master,Married,2026-01-20 20:36:20.207371,2026-01-11 20:36:20.207371,Q1,234,1-3 years
2174,22,Female,Finance,Junior,4.1,2.7,4846.72,3.5,1.0,2.8,3.8,4.2,0,2,3.9,42,0,1,Hybrid,PhD,Single,2023-11-28 20:36:20.207371,2025-04-07 20:36:20.207371,Q4,513,3-5 years
2175,30,Male,Finance,Junior,1.9,1.1,4661.87,4.3,3.0,2.0,3.5,4.3,0,2,1.0,31,0,0,Hybrid,Bachelor,Married,2023-03-23 20:36:20.207371,2025-07-22 20:36:20.207371,Q1,407,1-3 years
2176,38,Female,Operations,Junior,1.6,1.6,5474.76,4.1,3.0,2.8,4.2,3.1,1,2,3.1,56,0,1,Hybrid,Master,Married,2019-10-21 20:36:20.207371,2026-01-07 20:36:20.207371,Q4,238,1-3 years
2177,33,Male,HR,Intern,2.3,0.1,5175.9,3.3,3.0,3.2,3.7,4.2,1,1,6.5,68,0,1,Hybrid,Master,Married,2026-07-23 20:36:20.207371,2025-06-23 20:36:20.207371,Q3,436,1-3 years
2178,28,Female,HR,Senior,1.2,1.2,4295.91,4.0,4.0,3.3,3.2,2.9,0,2,7.5,59,0,0,Onsite,Bachelor,Single,2017-02-22 20:36:20.207371,2024-02-05 20:36:20.207371,Q1,940,1-3 years
2179,22,Non-Binary,Marketing,Executive,0.6,0.6,4416.06,2.7,3.0,4.0,4.2,3.6,0,3,5.8,48,0,1,Hybrid,Bachelor,Single,2022-10-25 20:36:20.207371,2024-08-09 20:36:20.207371,Q4,754,<1 year
2180,38,Male,Sales,Manager,8.2,1.5,6259.42,4.2,3.0,1.6,3.1,3.5,0,3,43.2,41,0,1,Remote,Bachelor,Married,2024-05-25 20:36:20.207371,2025-04-09 20:36:20.207371,Q2,511,5-10 years
2181,45,Female,IT,Lead,0.5,0.5,5235.97,2.9,4.0,1.7,4.1,3.5,1,2,19.8,26,0,0,Onsite,Master,Married,2024-08-11 20:36:20.207371,2024-09-13 20:36:20.207371,Q3,719,<1 year
2182,25,Female,Engineering,Junior,5.5,2.3,4642.36,3.0,2.0,3.5,3.6,4.1,0,0,18.0,54,0,0,Onsite,Master,Married,2021-03-18 20:36:20.207371,2026-07-05 20:36:20.207371,Q1,59,5-10 years
2183,39,Male,Engineering,Senior,8.8,3.5,6555.04,3.6,4.0,3.9,4.8,4.1,0,1,16.9,69,0,0,Remote,High School,Divorced,2026-07-08 20:36:20.207371,2024-10-01 20:36:20.207371,Q3,701,5-10 years
2184,22,Male,IT,Manager,3.5,1.1,4842.64,4.6,3.0,3.1,4.3,3.5,1,2,6.6,10,0,0,Onsite,Master,Married,2021-12-19 20:36:20.207371,2026-07-18 20:36:20.207371,Q4,46,3-5 years
2185,28,Female,Sales,Manager,3.8,3.8,6505.09,4.2,1.0,1.6,3.5,3.8,1,2,6.4,59,0,0,Hybrid,Bachelor,Single,2017-10-21 20:36:20.207371,2026-05-09 20:36:20.207371,Q4,116,3-5 years
2186,42,Female,IT,Senior,1.8,1.8,5140.74,4.8,1.0,2.1,1.5,4.3,0,1,18.4,59,0,0,Onsite,Master,Single,2022-12-05 20:36:20.207371,2026-08-22 20:36:20.207371,Q4,11,1-3 years
2187,23,Female,Sales,Junior,0.6,0.6,4250.92,,4.0,1.9,4.9,3.1,0,2,26.1,50,0,0,Onsite,Bachelor,Married,2025-11-03 20:36:20.207371,2024-06-23 20:36:20.207371,Q4,801,<1 year
2188,28,Male,HR,Junior,0.5,0.5,4051.96,3.6,2.0,3.1,3.4,3.2,0,1,2.9,32,0,0,Remote,Master,Single,2021-08-19 20:36:20.207371,2024-07-18 20:36:20.207371,Q3,776,<1 year
2189,49,Male,Sales,Junior,0.5,0.5,6171.61,2.8,4.0,,3.7,3.4,0,0,1.3,70,0,0,Remote,Bachelor,Single,2022-04-07 20:36:20.207371,2025-04-27 20:36:20.207371,Q2,493,<1 year
2190,27,Male,Sales,Manager,1.4,1.3,5555.17,2.8,4.0,2.5,3.4,3.8,0,0,3.3,48,1,0,Onsite,High School,Divorced,2017-08-07 20:36:20.207371,2026-03-18 20:36:20.207371,Q3,168,1-3 years
2191,26,Male,HR,Senior,2.2,0.2,4611.04,3.2,4.0,2.9,2.9,4.6,0,2,24.0,70,0,0,Hybrid,Master,Married,2023-05-11 20:36:20.207371,2024-08-15 20:36:20.207371,Q2,748,1-3 years
2192,40,Female,Engineering,Junior,2.9,2.9,6249.99,2.2,4.0,4.0,4.0,4.1,1,1,16.2,79,1,1,Hybrid,Bachelor,Married,2016-11-14 20:36:20.207371,2025-06-17 20:36:20.207371,Q4,442,1-3 years
2193,54,Male,Marketing,Lead,0.9,0.9,6327.24,4.4,2.0,4.1,3.3,3.0,1,0,12.7,21,0,0,Hybrid,Master,,2020-05-24 20:36:20.207371,2026-01-15 20:36:20.207371,Q2,230,<1 year
2194,32,Female,HR,Junior,3.4,0.6,5099.75,2.7,4.0,3.9,2.8,4.2,0,1,3.4,46,0,0,Onsite,PhD,Single,2020-02-26 20:36:20.207371,2025-12-01 20:36:20.207371,Q1,275,3-5 years
2195,42,Male,Operations,Senior,1.2,0.5,5278.68,3.6,3.0,2.6,3.3,4.2,1,2,29.0,53,0,0,Hybrid,High School,Divorced,2016-10-07 20:36:20.207371,2026-07-06 20:36:20.207371,Q4,58,1-3 years
2196,48,Female,Finance,Lead,6.6,2.0,6268.85,4.2,1.0,3.6,3.1,3.6,1,2,1.0,81,1,0,Onsite,Bachelor,Married,2024-01-11 20:36:20.207371,2025-11-16 20:36:20.207371,Q1,290,5-10 years
2197,38,Female,Marketing,Junior,1.6,1.6,5302.3,4.1,1.0,2.8,3.5,3.2,0,2,7.1,73,1,1,Remote,PhD,Married,2019-03-07 20:36:20.207371,2025-02-21 20:36:20.207371,Q1,558,1-3 years
2198,32,Female,Finance,Executive,0.7,0.7,4731.79,3.8,3.0,2.4,3.6,3.1,0,6,35.8,51,0,0,Hybrid,Bachelor,Married,2017-03-23 20:36:20.207371,2026-08-06 20:36:20.207371,Q1,27,<1 year
2199,26,Male,Marketing,Junior,8.8,0.5,6129.43,3.3,4.0,4.2,3.7,3.6,0,1,33.0,58,0,0,Onsite,Master,Single,2021-01-18 20:36:20.207371,2025-08-20 20:36:20.207371,Q1,378,5-10 years
2200,22,Female,HR,Manager,6.9,3.5,5674.21,,3.0,1.9,3.5,2.9,0,1,8.7,60,0,1,Onsite,High School,Single,2023-10-01 20:36:20.207371,2024-06-16 20:36:20.207371,Q4,808,5-10 years
2201,46,Female,Engineering,Junior,1.2,1.2,6028.64,3.4,1.0,4.2,2.3,3.0,0,1,34.5,100,0,1,Remote,Bachelor,Single,2018-07-06 20:36:20.207371,2025-06-19 20:36:20.207371,Q3,440,1-3 years
2202,36,Male,Engineering,Lead,7.9,1.9,7100.37,3.4,4.0,3.3,3.6,3.1,1,1,22.5,58,0,0,Hybrid,Master,Married,2022-09-01 20:36:20.207371,2024-11-14 20:36:20.207371,Q3,657,5-10 years
2203,48,Male,HR,Intern,1.5,1.5,6756.42,3.4,,2.5,3.9,4.0,0,1,20.2,65,0,1,Remote,Master,Single,2024-06-28 20:36:20.207371,2024-07-03 20:36:20.207371,Q2,791,1-3 years
2204,44,Male,Engineering,Executive,4.7,2.3,6595.32,3.7,3.0,4.3,3.6,4.8,0,4,2.4,65,0,0,Onsite,Bachelor,Married,2020-02-11 20:36:20.207371,2025-10-31 20:36:20.207371,Q1,306,3-5 years
2205,28,Male,Engineering,Manager,6.6,3.6,5485.07,3.9,4.0,1.4,4.6,4.0,0,2,3.8,89,0,0,Hybrid,Master,Divorced,2025-04-04 20:36:20.207371,2025-11-27 20:36:20.207371,Q2,279,5-10 years
2206,23,Female,Operations,Executive,10.5,4.3,5701.54,3.4,2.0,2.7,3.3,3.8,0,1,1.0,62,1,0,Hybrid,Master,Married,2018-05-22 20:36:20.207371,2024-11-16 20:36:20.207371,Q2,655,>10 years
2207,39,Female,Operations,Senior,0.5,0.5,5033.02,3.4,3.0,2.9,3.0,3.6,0,2,13.9,21,0,1,Remote,Bachelor,Married,2020-03-07 20:36:20.207371,2025-04-20 20:36:20.207371,Q1,500,<1 year
2208,20,Female,Sales,Junior,22.8,8.3,9097.07,2.5,3.0,2.0,4.2,2.6,0,5,9.1,66,0,0,Hybrid,Bachelor,Single,2017-05-05 20:36:20.207371,2026-03-03 20:36:20.207371,Q2,183,>10 years
2209,38,Female,Finance,Lead,0.9,0.9,4441.17,2.0,4.0,4.6,3.1,5.0,1,2,29.5,72,0,0,Onsite,High School,Single,2022-01-28 20:36:20.207371,2024-05-29 20:36:20.207371,Q1,826,<1 year
2210,27,Male,HR,Senior,6.3,0.3,5655.43,4.1,3.0,3.8,2.8,3.9,1,1,4.4,42,1,0,Onsite,Bachelor,Single,2025-03-23 20:36:20.207371,2021-03-12 20:36:20.207371,Q1,2000,5-10 years
2211,26,Male,Finance,Senior,8.7,3.4,6050.65,3.0,2.0,3.4,3.7,4.1,0,0,19.0,33,1,1,Onsite,PhD,Divorced,2020-03-23 20:36:20.207371,2024-04-27 20:36:20.207371,Q1,858,5-10 years
2212,33,Female,Marketing,Junior,2.9,0.1,4656.79,2.3,4.0,3.3,2.9,2.8,0,1,12.6,15,0,0,Onsite,High School,Married,2023-01-13 20:36:20.207371,2023-11-11 20:36:20.207371,Q1,1026,1-3 years
2213,44,Male,HR,Manager,3.8,1.9,6587.4,3.3,,2.8,4.6,4.0,0,3,8.4,51,1,0,Onsite,Bachelor,Married,2023-03-11 20:36:20.207371,2026-07-18 20:36:20.207371,Q1,46,3-5 years
2214,38,Female,Operations,Executive,1.3,1.3,4222.77,3.5,3.0,4.4,4.0,3.7,0,3,5.2,86,1,0,Hybrid,Bachelor,Divorced,2021-11-06 20:36:20.207371,2025-12-16 20:36:20.207371,Q4,260,1-3 years
2215,46,Female,Operations,Junior,2.1,0.8,6188.85,2.7,4.0,4.2,3.2,3.9,1,1,27.2,66,0,1,Onsite,Master,Married,2018-03-26 20:36:20.207371,2026-04-25 20:36:20.207371,Q1,130,1-3 years
2216,22,Female,IT,Manager,0.5,0.5,5411.84,3.2,,2.1,2.9,3.9,0,3,17.7,103,1,1,Onsite,PhD,,2023-05-09 20:36:20.207371,2026-02-27 20:36:20.207371,Q2,187,<1 year
2217,24,Female,Operations,Lead,0.8,0.2,,3.5,4.0,3.6,2.5,5.0,0,2,47.2,91,0,1,Remote,High School,Married,2025-04-05 20:36:20.207371,2025-06-01 20:36:20.207371,Q2,458,<1 year
2218,34,Non-Binary,Operations,Manager,4.5,2.9,5760.95,4.8,1.0,4.6,3.4,4.5,0,4,1.0,25,0,0,Onsite,,Married,2019-10-23 20:36:20.207371,2021-03-12 20:36:20.207371,Q4,2000,3-5 years
2219,56,Male,Operations,Lead,1.0,1.0,6138.62,3.6,3.0,3.0,4.0,4.0,1,1,36.2,86,0,1,Onsite,Bachelor,Married,2026-08-01 20:36:20.207371,2026-07-14 20:36:20.207371,Q3,50,<1 year
2220,41,Female,Engineering,Senior,5.3,1.0,6169.32,3.6,3.0,3.5,4.2,3.5,0,2,15.7,87,0,1,Remote,Master,Married,2019-06-16 20:36:20.207371,2026-07-08 20:36:20.207371,Q2,56,5-10 years
2221,24,Male,Engineering,Junior,1.5,1.5,4829.35,3.5,4.0,4.3,4.1,2.3,0,2,1.0,45,0,0,Hybrid,Bachelor,Married,2017-01-16 20:36:20.207371,2026-03-31 20:36:20.207371,Q1,155,1-3 years
2222,34,Female,Marketing,Senior,3.1,0.5,5265.5,2.2,2.0,2.7,4.6,4.0,0,1,1.0,43,0,0,Remote,Bachelor,Single,2021-07-14 20:36:20.207371,2026-08-06 20:36:20.207371,Q3,27,3-5 years
2223,37,Female,Operations,Manager,1.0,0.2,4779.96,3.5,3.0,2.1,5.0,2.3,0,2,3.8,55,0,0,Onsite,Master,Married,2018-08-26 20:36:20.207371,2025-09-11 20:36:20.207371,Q3,356,<1 year
2224,29,Non-Binary,HR,Executive,3.4,1.6,5465.89,2.6,3.0,3.4,4.5,4.0,0,3,10.7,33,0,0,Remote,PhD,Married,2017-03-14 20:36:20.207371,2026-03-17 20:36:20.207371,Q1,169,3-5 years
2225,41,Female,IT,Manager,0.6,0.6,4606.11,2.5,3.0,3.3,4.2,2.3,0,4,2.8,69,0,0,Hybrid,PhD,Married,2017-05-06 20:36:20.207371,2025-09-12 20:36:20.207371,Q2,355,<1 year
2226,33,Male,Sales,Manager,0.9,0.9,4840.82,3.2,4.0,2.6,3.8,3.4,0,2,26.0,35,0,0,Hybrid,Bachelor,Married,2019-09-12 20:36:20.207371,2026-01-22 20:36:20.207371,Q3,223,<1 year
2227,32,Female,Operations,Lead,5.7,0.1,6113.85,3.2,4.0,1.8,3.6,3.7,0,2,24.8,72,0,0,Remote,Master,Married,2018-12-03 20:36:20.207371,2026-05-10 20:36:20.207371,Q4,115,5-10 years
2228,47,Male,Sales,Intern,3.8,0.4,6863.35,3.7,,4.2,2.8,3.3,0,3,25.2,69,0,0,Onsite,High School,Married,2022-07-31 20:36:20.207371,2025-11-07 20:36:20.207371,Q3,299,3-5 years
2229,22,Male,Finance,Senior,9.7,2.3,5910.31,2.3,3.0,4.6,4.0,4.5,1,2,21.3,33,0,0,Onsite,Bachelor,Single,2022-11-29 20:36:20.207371,2025-05-21 20:36:20.207371,Q4,469,5-10 years
2230,25,Female,Engineering,Manager,14.8,0.3,7784.75,3.6,4.0,3.0,3.2,3.3,0,5,5.3,65,0,0,Onsite,Master,Married,2023-07-25 20:36:20.207371,2025-05-05 20:36:20.207371,Q3,485,>10 years
2231,26,Female,Operations,Manager,0.8,0.8,4274.95,,3.0,4.5,2.4,3.7,0,2,5.7,74,0,0,Onsite,Master,Single,2024-08-05 20:36:20.207371,2024-05-28 20:36:20.207371,Q3,827,<1 year
2232,26,Male,Engineering,Senior,2.2,2.2,4865.75,1.7,2.0,2.6,2.2,2.9,1,0,21.9,53,0,0,Onsite,Bachelor,Single,2017-10-03 20:36:20.207371,2026-03-07 20:36:20.207371,Q4,179,1-3 years
2233,27,Female,HR,Junior,7.3,0.7,5880.53,2.5,4.0,3.7,3.6,3.5,1,5,3.7,31,0,0,Hybrid,Master,Single,2025-01-21 20:36:20.207371,2025-02-26 20:36:20.207371,Q1,553,5-10 years
2234,39,Female,Finance,Senior,0.5,0.5,5261.99,2.3,3.0,3.8,3.0,3.6,0,3,12.4,68,0,0,Onsite,Master,Single,2019-05-18 20:36:20.207371,2026-08-30 20:36:20.207371,Q2,3,<1 year
2235,45,Non-Binary,Operations,Senior,3.0,1.1,6367.5,3.6,2.0,3.4,3.6,2.4,1,2,33.2,10,1,1,Onsite,Master,Married,2020-02-19 20:36:20.207371,2025-01-15 20:36:20.207371,Q1,595,1-3 years
2236,44,Male,Operations,Executive,0.9,0.9,5718.05,3.3,3.0,3.2,2.7,3.4,0,1,2.4,48,0,1,Hybrid,Master,Married,2023-10-10 20:36:20.207371,2023-03-17 20:36:20.207371,Q4,1265,<1 year
2237,24,Female,Operations,Lead,4.0,0.7,4842.89,3.9,4.0,1.3,2.3,3.8,0,1,10.3,66,1,1,Onsite,PhD,Single,2024-01-28 20:36:20.207371,2026-09-02 20:36:20.207371,Q1,0,3-5 years
2238,19,Female,Operations,Manager,5.6,2.0,5483.79,3.4,3.0,4.8,4.5,3.8,1,1,24.0,38,0,0,Hybrid,PhD,Married,2020-05-31 20:36:20.207371,2026-09-02 20:36:20.207371,Q2,0,5-10 years
2239,39,Male,Finance,Junior,23.8,0.7,9410.96,1.8,3.0,3.3,3.9,4.1,0,2,17.5,43,0,1,Onsite,High School,Single,2021-06-19 20:36:20.207371,2026-03-30 20:36:20.207371,Q2,156,>10 years
2240,37,Female,Sales,Senior,6.6,0.1,5637.98,2.4,4.0,3.3,4.7,3.6,0,4,1.4,60,0,0,Onsite,Bachelor,Single,2025-06-08 20:36:20.207371,2026-08-25 20:36:20.207371,Q2,8,5-10 years
2241,48,Male,Marketing,Manager,4.1,1.4,7339.78,3.6,4.0,3.6,4.1,3.7,0,2,22.6,54,0,0,Hybrid,Bachelor,,2018-04-09 20:36:20.207371,2025-03-05 20:36:20.207371,Q2,546,3-5 years
2242,28,Female,Finance,Senior,0.6,0.6,4447.71,4.1,1.0,2.3,2.7,4.9,0,1,18.0,51,0,0,Remote,High School,Divorced,2017-08-08 20:36:20.207371,2025-06-18 20:36:20.207371,Q3,441,<1 year
2243,36,Male,Marketing,Manager,0.6,0.6,5025.72,4.2,4.0,4.4,4.4,3.8,1,2,16.1,49,0,0,Hybrid,,Single,2018-10-02 20:36:20.207371,2026-02-22 20:36:20.207371,Q4,192,<1 year
2244,31,Female,Engineering,Lead,1.7,1.7,5104.53,3.3,4.0,2.8,2.8,4.4,1,2,4.6,74,0,1,Remote,Bachelor,Married,2021-07-26 20:36:20.207371,2026-08-13 20:36:20.207371,Q3,20,1-3 years
2245,37,Female,Sales,Manager,0.5,0.5,4730.33,3.5,2.0,3.3,4.7,3.7,0,2,6.5,43,0,0,Onsite,Bachelor,Married,2025-04-17 20:36:20.207371,2025-11-29 20:36:20.207371,Q2,277,<1 year
2246,24,Male,Sales,Manager,4.2,4.2,4552.41,3.2,2.0,2.8,2.9,4.1,0,1,72.9,71,0,0,Hybrid,Bachelor,Single,2019-11-21 20:36:20.207371,2026-03-26 20:36:20.207371,Q4,160,3-5 years
2247,25,Female,Sales,Junior,5.2,0.7,5850.47,4.8,1.0,2.6,2.9,3.4,1,1,1.0,49,0,1,Onsite,High School,Single,2020-12-14 20:36:20.207371,2025-06-26 20:36:20.207371,Q4,433,5-10 years
2248,27,Female,Marketing,Executive,2.8,0.9,4969.67,3.2,4.0,3.5,4.0,3.3,0,2,10.0,52,0,0,Onsite,Bachelor,Married,2018-05-31 20:36:20.207371,2024-06-07 20:36:20.207371,Q2,817,1-3 years
